"gameid","team1","team2","team1sets","team2sets","team1win","team2win"
6176163,"Marist","Fairfield",3,2,1,0
6176164,"Duke","Virginia",3,0,1,0
6176166,"Wake Forest","Florida St.",0,3,0,1
6176167,"Louisville","Boston College",3,1,1,0
6176168,"Campbell","William & Mary",3,2,1,0
6176171,"Tulsa","Rice",0,3,0,1
6176172,"Coppin St.","UMES",3,2,1,0
6176173,"Arizona","Washington St.",2,3,0,1
6176174,"Arizona St.","Washington",3,1,1,0
6176175,"North Ala.","Lipscomb",0,3,0,1
6176176,"Davidson","George Washington",3,0,1,0
6176177,"Morgan St.","Delaware St.",1,3,0,1
6176178,"Georgia Tech","NC State",3,1,1,0
6176179,"Central Ark.","Austin Peay",0,3,0,1
6176180,"UCLA","Oregon",0,3,0,1
6176181,"Elon","UNCW",2,3,0,1
6176182,"Siena","Quinnipiac",1,3,0,1
6176183,"Towson","Delaware",3,2,1,0
6176185,"Auburn","Ole Miss",3,1,1,0
6176186,"N.C. A&T","Hampton",3,0,1,0
6176187,"UTSA","SMU",0,3,0,1
6176188,"Fla. Atlantic","Temple",3,1,1,0
6176189,"Tulane","North Texas",1,3,0,1
6176190,"Kentucky","Tennessee",0,3,0,1
6176192,"Arkansas","Texas A&M",3,1,1,0
6176194,"Texas Southern","Ark.-Pine Bluff",3,0,1,0
6176195,"Mississippi St.","Alabama",3,0,1,0
6176196,"Hawaii","CSUN",3,0,1,0
6176197,"Lafayette","Lehigh",3,1,1,0
6176198,"Florida","Georgia",3,2,1,0
6176199,"SFA","UT Arlington",3,0,1,0
6176200,"Evansville","Chicago St.",0,3,0,1
6176203,"Alcorn","Southern U.",0,3,0,1
6176204,"Eastern Mich.","Central Mich.",2,3,0,1
6176205,"Valparaiso","UIC",1,3,0,1
6176206,"Belmont","Murray St.",3,2,1,0
6176207,"Cleveland St.","Purdue Fort Wayne",3,1,1,0
6176208,"IUPUI","Oakland",2,3,0,1
6176209,"UIW","A&M-Corpus Christi",0,3,0,1
6176210,"Youngstown St.","Wright St.",0,3,0,1
6176211,"Southern Ind.","Eastern Ill.",1,3,0,1
6176212,"Nevada","Fresno St.",2,3,0,1
6176213,"Lamar University","Houston Christian",0,3,0,1
6176214,"Robert Morris","Northern Ky.",0,3,0,1
6176215,"Binghamton","Colgate",0,3,0,1
6176216,"Tex. A&M-Commerce","Northwestern St.",3,2,1,0
6176217,"McNeese","Nicholls",3,0,1,0
6176218,"Southeastern La.","New Orleans",3,0,1,0
6176219,"North Florida","Jacksonville",3,1,1,0
6176220,"Ohio","Kent St.",3,0,1,0
6176221,"Coppin St.","American",0,3,0,1
6176222,"The Citadel","Western Caro.",3,0,1,0
6176223,"Southern U.","Dillard",3,0,1,0
6176224,"Austin Peay","Lipscomb",1,3,0,1
6176225,"West Virginia","Kansas St.",0,3,0,1
6176226,"St. John's (NY)","Seton Hall",3,1,1,0
6176227,"FDU","Saint Peter's",3,0,1,0
6176228,"Sacred Heart","UAlbany",0,3,0,1
6176229,"Arkansas","Auburn",3,0,1,0
6176230,"Notre Dame","Louisville",0,3,0,1
6176231,"Florida","Texas A&M",2,3,0,1
6176232,"Texas","BYU",3,1,1,0
6176234,"UTEP","Jacksonville St.",3,0,1,0
6176235,"Seattle U","UT Arlington",1,3,0,1
6176236,"Gonzaga","San Diego",0,3,0,1
6176237,"Utah Valley","SFA",0,3,0,1
6176238,"ULM","South Alabama",0,3,0,1
6176239,"Lindenwood","UT Martin",1,3,0,1
6176240,"TCU","Texas Tech",3,0,1,0
6176241,"James Madison","Texas St.",3,0,1,0
6176242,"Wofford","Furman",3,0,1,0
6176243,"Air Force","Boise St.",2,3,0,1
6176244,"Western Mich.","Bowling Green",3,0,1,0
6176245,"San Jose St.","Nevada",3,1,1,0
6176246,"Akron","Kent St.",3,0,1,0
6176247,"North Texas","Tulsa",1,3,0,1
6176248,"Pacific","San Francisco",3,2,1,0
6176249,"Georgia St.","Marshall",1,3,0,1
6176253,"Northwestern St.","Lamar University",3,2,1,0
6176255,"UIW","McNeese",1,3,0,1
6176256,"Houston Christian","A&M-Corpus Christi",1,3,0,1
6176257,"Nicholls","Southeastern La.",0,3,0,1
6176258,"New Orleans","Tex. A&M-Commerce",0,3,0,1
6176259,"UTRGV","Southern Utah",3,0,1,0
6176260,"California Baptist","Tarleton St.",3,1,1,0
6176261,"Saint Mary's (CA)","Pepperdine",0,3,0,1
6176262,"Idaho St.","Eastern Wash.",1,3,0,1
6176263,"North Dakota","Omaha",2,3,0,1
6176264,"UCF","Oklahoma",3,0,1,0
6176265,"South Dakota St.","Denver",1,3,0,1
6176266,"North Dakota St.","St. Thomas (MN)",3,0,1,0
6176267,"Colorado St.","San Diego St.",3,1,1,0
6176268,"Portland","LMU (CA)",0,3,0,1
6176269,"South Dakota","Kansas City",1,3,0,1
6176270,"Long Beach St.","UC San Diego",3,0,1,0
6176271,"Texas","BYU",3,1,1,0
6176272,"NC State","Notre Dame",3,0,1,0
6176273,"ULM","South Alabama",1,3,0,1
6176274,"Georgia St.","Marshall",3,2,1,0
6176275,"Virginia Tech","Georgia Tech",0,3,0,1
6176276,"Mississippi St.","Tennessee",1,3,0,1
6176277,"Lindenwood","UT Martin",3,1,1,0
6176278,"Le Moyne","LIU",0,3,0,1
6176279,"Stonehill","Sacred Heart",0,3,0,1
6176280,"Morehead St.","Western Ill.",2,3,0,1
6176281,"Saint Francis (PA)","FDU",3,1,1,0
6176283,"UNI","Valparaiso",3,0,1,0
6176284,"Arkansas St.","Louisiana",0,3,0,1
6176285,"East Carolina","Fla. Atlantic",3,0,1,0
6176286,"South Carolina St.","Coppin St.",0,3,0,1
6176287,"Oregon","Washington",3,1,1,0
6176288,"Temple","Tulane",3,2,1,0
6176289,"Buffalo","Ohio",0,2,0,0
6176290,"Coastal Carolina","App State",3,0,1,0
6176291,"Southern Ill.","Evansville",3,1,1,0
6176292,"Louisiana Tech","New Mexico St.",0,3,0,1
6176293,"Eastern Ky.","North Ala.",3,1,1,0
6176294,"TCU","Texas Tech",3,2,1,0
6176295,"Belmont","Bradley",3,0,1,0
6176296,"VCU","Duquesne",3,1,1,0
6176297,"James Madison","Texas St.",3,1,1,0
6176298,"Missouri St.","Indiana St.",3,1,1,0
6176299,"Wofford","Samford",3,0,1,0
6176300,"Wake Forest","Clemson",3,0,1,0
6176301,"Creighton","St. John's (NY)",3,0,1,0
6176302,"Montana","Montana St.",3,0,1,0
6176303,"Rice","UTSA",3,0,1,0
6176304,"Bethune-Cookman","Jackson St.",1,3,0,1
6176306,"Holy Cross","Army West Point",0,3,0,1
6176307,"Western Mich.","Bowling Green",3,0,1,0
6176308,"Queens (NC)","FGCU",0,3,0,1
6176309,"Drake","UIC",2,3,0,1
6176310,"Youngstown St.","Green Bay",0,3,0,1
6176312,"Eastern Mich.","Ball St.",0,3,0,1
6176313,"NJIT","Binghamton",0,3,0,1
6176314,"USC Upstate","Charleston So.",3,2,1,0
6176315,"Winthrop","High Point",0,3,0,1
6176317,"Akron","Kent St.",3,0,1,0
6176318,"Tennessee St.","Southern Ind.",1,3,0,1
6176319,"Ole Miss","South Carolina",3,2,1,0
6176320,"Alabama A&M","Alabama St.",0,3,0,1
6176321,"CSU Bakersfield","UC Davis",1,3,0,1
6176322,"North Texas","Tulsa",2,3,0,1
6176323,"CSUN","UC Riverside",2,3,0,1
6176325,"Middle Tenn.","Liberty",3,0,1,0
6176326,"SIUE","Southeast Mo. St.",0,3,0,1
6176327,"ETSU","Chattanooga",1,3,0,1
6176328,"Stanford","Arizona St.",3,0,1,0
6176329,"Delaware St.","Howard",3,0,1,0
6176331,"Gardner-Webb","Radford",3,0,1,0
6176332,"NIU","Miami (OH)",3,2,1,0
6176334,"Wright St.","Oakland",1,3,0,1
6176335,"Robert Morris","Milwaukee",1,3,0,1
6176336,"Murray St.","Illinois St.",2,3,0,1
6176337,"N.C. Central","Morgan St.",3,2,1,0
6176338,"Little Rock","Tennessee Tech",2,3,0,1
6176339,"UMES","Norfolk St.",1,3,0,1
6176340,"Sam Houston","FIU",0,3,0,1
6176341,"Old Dominion","Ga. Southern",1,3,0,1
6176342,"Kansas","Houston",3,2,1,0
6176343,"Florida St.","North Carolina",3,0,1,0
6176344,"SMU","Wichita St.",3,0,1,0
6176345,"Southern California","Utah",3,2,1,0
6176346,"Virginia","Syracuse",3,1,1,0
6176347,"Dayton","Fordham",3,0,1,0
6176348,"Loyola Maryland","Lehigh",3,1,1,0
6176349,"Cal Poly","UC Irvine",3,2,1,0
6176350,"UC Santa Barbara","Cal St. Fullerton",3,1,1,0
6176351,"UCLA","Colorado",3,0,1,0
6176352,"Pittsburgh","Boston College",3,0,1,0
6176353,"North Dakota","St. Thomas (MN)",3,0,1,0
6176354,"Villanova","Xavier",3,0,1,0
6176355,"California","Arizona",3,1,1,0
6176356,"Sacramento St.","Portland St.",3,1,1,0
6176357,"Georgia","Kentucky",2,3,0,1
6176359,"American","Lafayette",3,0,1,0
6176360,"Georgetown","Butler",3,1,1,0
6176361,"Bryant","UMBC",0,3,0,1
6176362,"Navy","Bucknell",3,2,1,0
6176363,"Oregon St.","Washington St.",0,3,0,1
6176364,"Brown","Princeton",1,3,0,1
6176365,"Yale","Penn",3,0,1,0
6176366,"Davidson","Loyola Chicago",2,3,0,1
6176367,"Cornell","Dartmouth",0,3,0,1
6176368,"George Mason","Saint Louis",2,3,0,1
6176369,"Columbia","Harvard",0,3,0,1
6176370,"Long Beach St.","Hawaii",3,0,1,0
6176371,"Kennesaw St.","Stetson",3,2,1,0
6176372,"Miami (FL)","Duke",3,1,1,0
6176373,"LSU","Missouri",3,1,1,0
6176374,"Central Mich.","Toledo",1,3,0,1
6176375,"Iona","Quinnipiac",1,3,0,1
6176376,"Morehead St.","Western Ill.",3,0,1,0
6176377,"Southeastern La.","Tex. A&M-Commerce",3,0,1,0
6176378,"UTEP","Jacksonville St.",3,0,1,0
6176379,"Dayton","Fordham",3,0,1,0
6176380,"Seattle U","SFA",0,3,0,1
6176381,"California Baptist","Abilene Christian",2,3,0,1
6176382,"Gonzaga","LMU (CA)",0,3,0,1
6176383,"Air Force","Utah St.",3,2,1,0
6176384,"Pacific","Santa Clara",3,0,1,0
6176385,"Colorado St.","UNLV",3,0,1,0
6176386,"South Dakota","Denver",3,0,1,0
6176387,"Pepperdine","San Francisco",3,0,1,0
6176388,"Arkansas St.","Louisiana",1,3,0,1
6176389,"East Carolina","Fla. Atlantic",1,3,0,1
6176390,"New Mexico","Boise St.",3,1,1,0
6176391,"Utah Valley","UT Arlington",0,3,0,1
6176392,"Coastal Carolina","App State",3,1,1,0
6176393,"Hofstra","Towson",0,3,0,1
6176394,"Canisius","Niagara",1,3,0,1
6176395,"Delaware","Col. of Charleston",1,3,0,1
6176396,"Rice","UTSA",3,0,1,0
6176397,"Saint Peter's","Marist",0,3,0,1
6176398,"Idaho St.","Idaho",3,2,1,0
6176399,"Houston Christian","Northwestern St.",3,0,1,0
6176400,"Sam Houston","FIU",0,3,0,1
6176401,"Nicholls","UIW",0,3,0,1
6176402,"A&M-Corpus Christi","McNeese",3,0,1,0
6176403,"Charlotte","Memphis",3,1,1,0
6176404,"Kansas City","Oral Roberts",3,0,1,0
6176405,"Portland","San Diego",0,3,0,1
6176406,"Hampton","William & Mary",0,3,0,1
6176407,"Stony Brook","N.C. A&T",3,2,1,0
6176408,"Lamar University","New Orleans",0,3,0,1
6176409,"UConn","Marquette",1,3,0,1
6176410,"Providence","DePaul",0,3,0,1
6176411,"Cal Poly","Cal St. Fullerton",3,1,1,0
6176412,"Louisiana Tech","New Mexico St.",0,3,0,1
6176413,"Iowa St.","Baylor",3,2,1,0
6176414,"South Fla.","UAB",3,0,1,0
6176415,"San Jose St.","Fresno St.",3,1,1,0
6176417,"Youngstown St.","Milwaukee",1,3,0,1
6176418,"Winthrop","Radford",3,1,1,0
6176419,"Old Dominion","Ga. Southern",0,3,0,1
6176421,"UNC Asheville","Charleston So.",1,3,0,1
6176422,"Grand Canyon","Tarleton St.",3,0,1,0
6176424,"SIUE","Southeast Mo. St.",3,2,1,0
6176425,"UTRGV","Utah Tech",3,0,1,0
6176426,"Troy","Southern Miss.",3,2,1,0
6176427,"Florida A&M","Mississippi Val.",3,0,1,0
6176428,"Murray St.","Bradley",3,0,1,0
6176429,"Little Rock","Tennessee Tech",3,0,1,0
6176430,"West Virginia","Chicago St.",3,2,1,0
6176431,"Kansas","Houston",3,0,1,0
6176432,"George Mason","Saint Louis",0,3,0,1
6176433,"NIU","Miami (OH)",3,0,1,0
6176434,"Manhattan","Fairfield",0,3,0,1
6176435,"UNCW","Campbell",3,2,1,0
6176436,"Buffalo","Ohio",3,1,1,0
6176437,"Eastern Ky.","Central Ark.",3,0,1,0
6176438,"Missouri St.","Evansville",3,0,1,0
6176440,"Furman","Samford",3,2,1,0
6176441,"Bellarmine","North Ala.",3,0,1,0
6176442,"Eastern Mich.","Ball St.",0,3,0,1
6176443,"USC Upstate","Presbyterian",1,3,0,1
6176444,"Rider","Siena",3,1,1,0
6176445,"CSU Bakersfield","UC Riverside",1,3,0,1
6176446,"CSUN","UC Davis",1,3,0,1
6176448,"Gardner-Webb","High Point",0,3,0,1
6176449,"Wright St.","Cleveland St.",3,2,1,0
6176450,"Robert Morris","Green Bay",1,3,0,1
6176451,"Merrimack","Sacred Heart",1,3,0,1
6176452,"Kansas St.","Cincinnati",1,3,0,1
6176453,"Colgate","Army West Point",3,0,1,0
6176454,"Southern Ill.","Indiana St.",3,1,1,0
6176455,"Belmont","Illinois St.",0,3,0,1
6176456,"VCU","Duquesne",3,1,1,0
6176457,"Brown","Penn",3,0,1,0
6176458,"Drake","Valparaiso",3,1,1,0
6176460,"UNC Greensboro","Chattanooga",2,3,0,1
6176461,"Le Moyne","FDU",0,3,0,1
6176463,"Columbia","Dartmouth",2,3,0,1
6176464,"Stonehill","Central Conn. St.",3,2,1,0
6176465,"Saint Francis (PA)","LIU",0,3,0,1
6176466,"UNI","UIC",3,1,1,0
6176467,"Loyola Maryland","Bucknell",0,3,0,1
6176468,"Western Caro.","Mercer",1,3,0,1
6176469,"Lipscomb","North Florida",3,0,1,0
6176470,"Austin Peay","Jacksonville",3,2,1,0
6176471,"North Dakota St.","Omaha",2,3,0,1
6176472,"Davidson","Loyola Chicago",0,3,0,1
6176474,"UC San Diego","Hawaii",0,3,0,1
6176475,"UC Santa Barbara","UC Irvine",3,0,1,0
6176476,"Wyoming","San Diego St.",1,3,0,1
6176477,"Villanova","Butler",0,3,0,1
6176478,"Georgetown","Xavier",2,3,0,1
6176479,"Purdue Fort Wayne","IUPUI",3,1,1,0
6176480,"Elon","Northeastern",2,3,0,1
6176481,"Navy","Lafayette",2,3,0,1
6176482,"Northern Colo.","Northern Ariz.",3,2,1,0
6178686,"Duquesne","Canisius",3,2,1,0
6178687,"Delaware St.","Syracuse",3,0,1,0
6178688,"Rider","N.C. A&T",0,3,0,1
6178689,"Norfolk St.","George Washington",1,3,0,1
6178690,"Virginia","Rutgers",2,3,0,1
6178691,"Virginia","Wofford",1,3,0,1
6191138,"Hawaii","Northwestern",3,2,1,0
6191337,"UC Riverside","Oregon St.",0,3,0,1
6191343,"SMU","Houston",1,3,0,1
6191442,"Virginia Tech","East Carolina",2,3,0,1
6191443,"Duquesne","Queens (NC)",0,3,0,1
