"gameid","team1","team2","team1sets","team2sets","team1win","team2win"
6175024,"Little Rock","Grambling",3,2,1,0
6175025,"Army West Point","Samford",3,1,1,0
6175026,"Memphis","UNLV",0,3,0,1
6175027,"Montana","Green Bay",3,1,1,0
6175028,"IUPUI","South Fla.",0,3,0,1
6175029,"Iona","Fordham",0,3,0,1
6175030,"Winthrop","Clemson",1,3,0,1
6175031,"TCU","UNI",2,3,0,1
6175032,"UNCW","Alabama St.",3,1,1,0
6175033,"Northeastern","Northern Colo.",3,1,1,0
6175034,"Samford","Jacksonville",3,0,1,0
6175035,"BYU","UC Irvine",3,0,1,0
6175036,"App State","N.C. A&T",3,2,1,0
6175037,"Idaho St.","Utah Valley",1,3,0,1
6175038,"UC San Diego","San Diego St.",0,3,0,1
6175039,"Louisiana Tech","Little Rock",1,3,0,1
6175040,"Ohio","UTEP",2,3,0,1
6175041,"Lipscomb","UT Martin",3,2,1,0
6175042,"Texas St.","Southeastern La.",2,3,0,1
6175043,"Auburn","Middle Tenn.",1,3,0,1
6175044,"Ole Miss","Alcorn",3,0,1,0
6175045,"Portland","Wyoming",2,3,0,1
6175046,"South Dakota","Drake",2,3,0,1
6175047,"UConn","Sacred Heart",3,0,1,0
6175048,"Florida A&M","South Alabama",3,2,1,0
6175049,"Tulsa","Oral Roberts",3,0,1,0
6175050,"Northern Ariz.","Arizona St.",0,3,0,1
6175051,"A&M-Corpus Christi","Prairie View",3,2,1,0
6175052,"Colgate","West Virginia",3,2,1,0
6175054,"UCF","Florida St.",3,0,1,0
6175055,"Wichita St.","Kansas",1,3,0,1
6175056,"LMU (CA)","Marist",3,0,1,0
6175057,"Hawaii","Liberty",2,3,0,1
6175058,"Omaha","Long Beach St.",0,3,0,1
6175059,"Florida","Sacramento St.",3,2,1,0
6175060,"Lehigh","Virginia Tech",0,3,0,1
6175061,"DePaul","NIU",3,0,1,0
6175062,"Colorado St.","Bowling Green",3,1,1,0
6175063,"Montana St.","Seattle U",3,1,1,0
6175064,"Washington","Memphis",3,0,1,0
6175065,"LIU","Boston College",0,3,0,1
6175066,"Texas A&M","Utah St.",3,0,1,0
6175067,"Georgia","Army West Point",3,0,1,0
6175068,"UCLA","Pepperdine",3,2,1,0
6175069,"Washington St.","Towson",3,0,1,0
6175071,"Denver","Navy",0,3,0,1
6175072,"Hampton","Quinnipiac",0,3,0,1
6175073,"Cal Poly","New Hampshire",1,3,0,1
6175074,"Milwaukee","Idaho",3,0,1,0
6175075,"California","Southeastern La.",3,1,1,0
6175076,"Belmont","Saint Francis (PA)",1,3,0,1
6175077,"Chicago St.","Kansas City",3,1,1,0
6175078,"Loyola Maryland","Stony Brook",3,1,1,0
6175079,"North Florida","Texas Southern",3,0,1,0
6175080,"Southern Ill.","Alabama A&M",3,0,1,0
6175081,"Bethune-Cookman","Youngstown St.",1,3,0,1
6175082,"Furman","Marshall",1,3,0,1
6175083,"St. Thomas (MN)","Evansville",3,0,1,0
6175084,"Buffalo","Missouri",3,0,1,0
6175085,"Wright St.","UIC",1,3,0,1
6175086,"Jacksonville St.","Bradley",0,3,0,1
6175087,"Alcorn","South Dakota St.",0,3,0,1
6175088,"Gardner-Webb","Quinnipiac",1,3,0,1
6175089,"Chattanooga","Georgia St.",3,1,1,0
6175090,"UC Santa Barbara","San Francisco",3,2,1,0
6175091,"Air Force","CSU Bakersfield",3,2,1,0
6175092,"Central Ark.","UT Arlington",3,2,1,0
6175093,"East Carolina","Norfolk St.",3,0,1,0
6175094,"NC State","William & Mary",3,0,1,0
6175095,"Southeast Mo. St.","Jackson St.",2,3,0,1
6175096,"Western Ky.","Troy",3,0,1,0
6175097,"App State","USC Upstate",3,0,1,0
6175098,"Georgetown","Old Dominion",3,0,1,0
6175099,"Utah Tech","Fresno St.",1,3,0,1
6175100,"Akron","Harvard",3,2,1,0
6175101,"South Dakota","IUPUI",3,0,1,0
6175102,"Morehead St.","Indiana St.",3,1,1,0
6175103,"Charleston So.","Mercer",0,3,0,1
6175104,"Tarleton St.","Tex. A&M-Commerce",3,0,1,0
6175105,"Boise St.","SFA",2,3,0,1
6175106,"Miami (OH)","Saint Louis",0,3,0,1
6175107,"CSUN","Eastern Wash.",2,3,0,1
6175108,"Oregon St.","Nevada",3,2,1,0
6175109,"Oakland","Eastern Mich.",3,1,1,0
6175110,"Utah","Tennessee St.",3,0,1,0
6175111,"North Dakota St.","Portland St.",3,0,1,0
6175112,"George Mason","Brown",1,3,0,1
6175113,"Fla. Atlantic","UIW",3,0,1,0
6175114,"Arkansas","Col. of Charleston",3,0,1,0
6175115,"Arkansas St.","Eastern Ill.",0,3,0,1
6175116,"Coastal Carolina","Princeton",3,1,1,0
6175117,"ULM","Southern U.",3,0,1,0
6175118,"Kent St.","Purdue Fort Wayne",3,1,1,0
6175120,"Grambling","Lamar University",3,0,1,0
6175121,"Louisiana","Charlotte",3,0,1,0
6175122,"St. John's (NY)","Siena",3,1,1,0
6175123,"Illinois St.","New Mexico St.",0,3,0,1
6175124,"Eastern Ky.","Murray St.",3,0,1,0
6175125,"Wofford","Presbyterian",3,0,1,0
6175126,"Queens (NC)","The Citadel",0,3,0,1
6175127,"Jacksonville","Army West Point",1,3,0,1
6175128,"George Washington","North Ala.",2,3,0,1
6175129,"Southern Ind.","Ark.-Pine Bluff",3,0,1,0
6175130,"Montana St.","Seattle U",3,0,1,0
6175131,"Delaware St.","Virginia Tech",0,3,0,1
6175132,"Ga. Southern","UTSA",0,3,0,1
6175133,"Missouri St.","Grand Canyon",0,3,0,1
6175134,"Sacramento St.","Winthrop",3,2,1,0
6175135,"Butler","Northern Ky.",1,3,0,1
6175136,"Alabama St.","Norfolk St.",3,2,1,0
6175137,"New Orleans","Southern U.",3,2,1,0
6175138,"Campbell","San Jose St.",1,3,0,1
6175139,"UTEP","William & Mary",3,1,1,0
6175140,"N.C. A&T","UNC Greensboro",3,0,1,0
6175141,"Towson","UC Irvine",3,1,1,0
6175142,"Murray St.","Chattanooga",2,3,0,1
6175143,"UNLV","FIU",3,0,1,0
6175144,"Kansas","Colorado",3,1,1,0
6175145,"TCU","Utah St.",3,0,1,0
6175146,"Eastern Wash.","Wyoming",0,3,0,1
6175147,"Furman","South Carolina St.",3,0,1,0
6175148,"Milwaukee","Western Ill.",3,2,1,0
6175149,"New Mexico","Montana",1,3,0,1
6175150,"Cornell","West Virginia",1,3,0,1
6175151,"Mississippi Val.","Nicholls",0,3,0,1
6175152,"Mississippi St.","Western Mich.",3,2,1,0
6175154,"Abilene Christian","Southeastern La.",0,3,0,1
6175155,"South Alabama","Georgia Tech",0,3,0,1
6175156,"Drake","IUPUI",3,0,1,0
6175157,"Kentucky","Houston",3,1,1,0
6175158,"Mercer","Middle Tenn.",2,3,0,1
6175159,"Bellarmine","Missouri",0,3,0,1
6175160,"Prairie View","Tulane",0,3,0,1
6175161,"Coppin St.","Lafayette",3,0,1,0
6175162,"Lamar University","Little Rock",2,3,0,1
6175163,"Binghamton","FDU",3,2,1,0
6175164,"Tex. A&M-Commerce","Alabama",3,2,1,0
6175165,"Col. of Charleston","Troy",1,3,0,1
6175166,"Alabama A&M","Eastern Ill.",0,3,0,1
6175167,"NIU","Evansville",1,3,0,1
6175168,"Ark.-Pine Bluff","Bradley",0,3,0,1
6175169,"Brown","Radford",3,0,1,0
6175170,"Hofstra","Stonehill",3,1,1,0
6175171,"New Hampshire","VCU",3,0,1,0
6175172,"Jackson St.","Sam Houston",2,3,0,1
6175173,"LIU","Fordham",1,3,0,1
6175174,"Florida St.","North Texas",3,0,1,0
6175175,"Alcorn","Tennessee Tech",0,3,0,1
6175176,"Chicago St.","Eastern Mich.",0,3,0,1
6175177,"Oral Roberts","Central Ark.",0,3,0,1
6175178,"Providence","Saint Peter's",3,0,1,0
6175179,"Bethune-Cookman","UIW",1,3,0,1
6175180,"Ga. Southern","San Jose St.",3,0,1,0
6175181,"Indiana St.","Butler",0,3,0,1
6175182,"Loyola Maryland","Siena",3,0,1,0
6175183,"CSU Bakersfield","Saint Mary's (CA)",3,1,1,0
6175184,"Belmont","Presbyterian",3,1,1,0
6175185,"Cal St. Fullerton","American",3,2,1,0
6175186,"A&M-Corpus Christi","Weber St.",0,3,0,1
6175187,"Ball St.","Wright St.",1,3,0,1
6175188,"Arizona St.","Boise St.",3,0,1,0
6175189,"Bowling Green","Pacific",2,3,0,1
6175190,"Denver","San Diego St.",0,3,0,1
6175191,"Gonzaga","Utah Valley",1,3,0,1
6175192,"The Citadel","UNC Asheville",3,0,1,0
6175193,"Charlotte","Texas Southern",3,0,1,0
6175194,"Texas A&M","UNI",3,0,1,0
6175195,"San Francisco","Tennessee St.",3,2,1,0
6175196,"Howard","Virginia",0,3,0,1
6175197,"Niagara","Kent St.",3,0,1,0
6175198,"UNCW","East Carolina",0,3,0,1
6175199,"California Baptist","Nevada",3,2,1,0
6175200,"Colgate","UAlbany",3,0,1,0
6175201,"Loyola Chicago","Tennessee",1,3,0,1
6175202,"Louisiana Tech","Grambling",3,1,1,0
6175203,"Eastern Ky.","Georgia St.",3,0,1,0
6175204,"Cleveland St.","Harvard",0,3,0,1
6175205,"Ohio","NC State",1,3,0,1
6175206,"Canisius","Kent St.",2,3,0,1
6175207,"Delaware","Villanova",0,3,0,1
6175208,"Rice","Houston Christian",3,0,1,0
6175209,"Elon","Western Caro.",3,0,1,0
6175210,"UMBC","Princeton",3,1,1,0
6175211,"Holy Cross","Merrimack",3,1,1,0
6175212,"George Washington","Old Dominion",3,1,1,0
6175213,"High Point","ETSU",3,0,1,0
6175214,"Akron","Bucknell",2,3,0,1
6175215,"Texas","FGCU",3,0,1,0
6175216,"Colorado St.","Baylor",0,3,0,1
6175217,"Portland","CSUN",3,2,1,0
6175218,"Cincinnati","South Carolina",2,3,0,1
6175219,"SIUE","Idaho",3,0,1,0
6175220,"Florida A&M","Stetson",0,3,0,1
6175221,"UMES","Gardner-Webb",3,1,1,0
6175222,"UNC Greensboro","USC Upstate",3,0,1,0
6175223,"UT Martin","Kansas St.",0,3,0,1
6175224,"Miami (OH)","New Mexico St.",0,3,0,1
6175225,"McNeese","Southeast Mo. St.",2,3,0,1
6175226,"Georgia","Samford",3,0,1,0
6175227,"Austin Peay","Valparaiso",3,1,1,0
6175228,"Southern Utah","Fresno St.",3,2,1,0
6175229,"Dartmouth","Seton Hall",3,2,1,0
6175230,"Xavier","Buffalo",3,2,1,0
6175231,"Western Ky.","Arkansas",2,3,0,1
6175232,"Illinois St.","Saint Louis",1,3,0,1
6175233,"Santa Clara","Air Force",1,3,0,1
6175234,"Southern California","UC Davis",3,0,1,0
6175235,"Dayton","UIC",3,2,1,0
6175236,"Oakland","Kansas City",1,3,0,1
6175237,"UC San Diego","Navy",0,3,0,1
6175238,"Southern Ill.","Arkansas St.",0,3,0,1
6175239,"North Dakota","Green Bay",3,0,1,0
6175240,"James Madison","Cal Poly",3,0,1,0
6175241,"Marquette","Pittsburgh",0,3,0,1
6175242,"Georgetown","North Ala.",3,1,1,0
6175243,"Campbell","UTSA",3,1,1,0
6175244,"Hawaii","Pepperdine",3,0,1,0
6175245,"Tulsa","UT Arlington",3,0,1,0
6175246,"Omaha","Creighton",0,3,0,1
6175247,"Texas St.","California",1,3,0,1
6175248,"Southern Ind.","Jacksonville St.",3,0,1,0
6175249,"Southern Miss.","Nicholls",3,0,1,0
6175250,"Florida","Clemson",3,0,1,0
6175251,"Auburn","Charleston So.",3,1,1,0
6175252,"Yale","Sacred Heart",3,1,1,0
6175253,"Iona","Boston College",0,3,0,1
6175254,"North Dakota St.","Toledo",3,0,1,0
6175255,"UAB","Tarleton St.",0,3,0,1
6175256,"Lehigh","Delaware St.",3,1,1,0
6175257,"DePaul","St. Thomas (MN)",3,0,1,0
6175258,"Ole Miss","South Dakota St.",3,0,1,0
6175259,"George Mason","Robert Morris",3,0,1,0
6175260,"Columbia","Manhattan",3,1,1,0
6175261,"South Dakota","South Fla.",3,2,1,0
6175262,"Fla. Atlantic","Youngstown St.",3,0,1,0
6175263,"Morehead St.","Northern Ky.",2,3,0,1
6175264,"Washington","UNLV",3,2,1,0
6175265,"Washington St.","BYU",3,1,1,0
6175266,"Kennesaw St.","Wake Forest",3,2,1,0
6175267,"Penn","Lafayette",3,0,1,0
6175268,"Bryant","Central Conn. St.",3,0,1,0
6175269,"North Florida","Louisiana",3,2,1,0
6175270,"St. John's (NY)","Stony Brook",3,0,1,0
6175271,"Wofford","Saint Francis (PA)",3,1,1,0
6175272,"Queens (NC)","Marshall",0,3,0,1
6175273,"Northern Ariz.","SFA",0,3,0,1
6175274,"FIU","Memphis",2,3,0,1
6175275,"Liberty","UCLA",0,3,0,1
6175276,"Utah","UC Santa Barbara",2,3,0,1
6175277,"San Diego","Marist",3,0,1,0
6175278,"UC Riverside","Nevada",0,3,0,1
6175279,"Idaho","Western Ill.",1,3,0,1
6175280,"Green Bay","New Mexico",0,3,0,1
6175281,"South Fla.","Drake",0,3,0,1
6175282,"FDU","Virginia Tech",1,3,0,1
6175283,"UNI","Utah St.",0,3,0,1
6175284,"San Jose St.","UTSA",3,1,1,0
6175285,"South Carolina St.","The Citadel",0,3,0,1
6175286,"Bellarmine","Buffalo",0,3,0,1
6175287,"Clemson","Sacramento St.",3,2,1,0
6175288,"Louisiana","Texas Southern",3,0,1,0
6175289,"South Dakota St.","Tennessee Tech",1,3,0,1
6175290,"Gardner-Webb","Hampton",3,0,1,0
6175291,"Presbyterian","Saint Francis (PA)",3,2,1,0
6175292,"Dartmouth","Stonehill",3,0,1,0
6175293,"Arkansas","Troy",3,1,1,0
6175294,"Sam Houston","Southeast Mo. St.",1,3,0,1
6175295,"Louisiana Tech","Lamar University",3,1,1,0
6175296,"Columbia","Morgan St.",3,2,1,0
6175297,"UTEP","NC State",1,3,0,1
6175298,"Alabama","Tarleton St.",3,2,1,0
6175299,"Youngstown St.","UIW",1,3,0,1
6175300,"USC Upstate","N.C. A&T",3,0,1,0
6175301,"Alabama A&M","Arkansas St.",0,3,0,1
6175302,"Harvard","Bucknell",3,0,1,0
6175303,"Brown","Robert Morris",3,0,1,0
6175304,"Portland St.","Toledo",3,1,1,0
6175305,"Arizona St.","SFA",3,0,1,0
6175306,"Baylor","Bowling Green",3,1,1,0
6175307,"UAlbany","Cornell",3,1,1,0
6175308,"Northern Ky.","Indiana St.",3,0,1,0
6175309,"Boston College","Fordham",3,0,1,0
6175310,"New Mexico St.","Saint Louis",3,1,1,0
6175312,"Wyoming","CSUN",3,1,1,0
6175313,"Bryant","Saint Peter's",3,1,1,0
6175314,"Stony Brook","Siena",3,0,1,0
6175315,"Murray St.","Georgia St.",3,0,1,0
6175316,"South Alabama","Stetson",3,0,1,0
6175317,"UT Arlington","Oral Roberts",3,0,1,0
6175318,"Old Dominion","North Ala.",3,2,1,0
6175319,"California Baptist","Oregon St.",3,2,1,0
6175320,"Canisius","Purdue Fort Wayne",2,3,0,1
6175321,"Xavier","Missouri",2,3,0,1
6175322,"Utah Tech","Fresno St.",2,3,0,1
6175323,"Lehigh","Binghamton",0,3,0,1
6175324,"New Orleans","ULM",1,3,0,1
6175326,"Fla. Atlantic","Bethune-Cookman",3,0,1,0
6175327,"Middle Tenn.","Charleston So.",3,0,1,0
6175328,"Coastal Carolina","Virginia",3,0,1,0
6175329,"Marshall","UNC Asheville",1,3,0,1
6175330,"NIU","St. Thomas (MN)",2,3,0,1
6175331,"Valparaiso","Lindenwood",3,1,1,0
6175332,"Tulane","Weber St.",1,3,0,1
6175333,"UIC","Ball St.",3,1,1,0
6175334,"Ark.-Pine Bluff","Jacksonville St.",0,3,0,1
6175336,"Kansas City","Eastern Mich.",3,0,1,0
6175337,"California","Abilene Christian",3,0,1,0
6175338,"Hofstra","Seton Hall",3,1,1,0
6175339,"Saint Mary's (CA)","Air Force",1,3,0,1
6175340,"Western Ky.","Col. of Charleston",3,0,1,0
6175341,"North Florida","Charlotte",3,2,1,0
6175342,"Southern California","Marist",3,0,1,0
6175343,"Niagara","Purdue Fort Wayne",2,3,0,1
6175344,"Dayton","Wright St.",3,0,1,0
6175345,"McNeese","Jackson St.",2,3,0,1
6175346,"North Dakota","Montana",3,2,1,0
6175347,"Wofford","Belmont",3,2,1,0
6175348,"UCF","North Texas",3,2,1,0
6175349,"LMU (CA)","American",3,1,1,0
6175350,"Northern Ariz.","Boise St.",3,2,1,0
6175351,"Yale","Rhode Island",3,0,1,0
6175352,"Idaho St.","Gonzaga",0,3,0,1
6175353,"SIUE","Milwaukee",3,1,1,0
6175354,"Rhode Island","UConn",2,3,0,1
6175355,"Alabama St.","East Carolina",1,3,0,1
6175356,"Eastern Ky.","Chattanooga",3,0,1,0
6175357,"Campbell","Ga. Southern",2,3,0,1
6175358,"Colorado St.","Pacific",3,1,1,0
6175359,"Portland","Eastern Wash.",2,3,0,1
6175360,"Cincinnati","South Carolina",3,0,1,0
6175361,"Providence","Central Conn. St.",3,0,1,0
6175362,"Penn","Coppin St.",0,3,0,1
6175363,"Tennessee St.","UC Santa Barbara",0,3,0,1
6175364,"St. John's (NY)","Loyola Maryland",3,0,1,0
6175365,"Santa Clara","CSU Bakersfield",3,1,1,0
6175366,"App State","UNC Greensboro",3,0,1,0
6175367,"James Madison","New Hampshire",3,0,1,0
6175368,"Ohio","William & Mary",3,1,1,0
6175369,"Tulsa","Central Ark.",3,1,1,0
6175370,"Iona","LIU",3,1,1,0
6175371,"UAB","Tex. A&M-Commerce",1,3,0,1
6175372,"George Mason","Radford",3,0,1,0
6175373,"Notre Dame","Oklahoma",3,2,1,0
6175374,"Morehead St.","Butler",1,3,0,1
6175375,"UMES","Quinnipiac",3,0,1,0
6175376,"VCU","Cal Poly",2,3,0,1
6175377,"Illinois St.","Miami (OH)",2,3,0,1
6175378,"Queens (NC)","Furman",1,3,0,1
6175379,"Oakland","Chicago St.",0,3,0,1
6175380,"UMBC","Howard",3,1,1,0
6175381,"George Washington","Georgetown",3,1,1,0
6175382,"Southern Ind.","Bradley",2,3,0,1
6175383,"Southern Miss.","Mississippi Val.",3,0,1,0
6175384,"Florida","Winthrop",3,0,1,0
6175385,"Wake Forest","Western Mich.",1,3,0,1
6175386,"San Diego St.","Navy",0,3,0,1
6175387,"Manhattan","Morgan St.",1,3,0,1
6175388,"Villanova","Rider",3,0,1,0
6175389,"Central Conn. St.","Saint Peter's",3,2,1,0
6175390,"UC San Diego","Denver",3,0,1,0
6175391,"Texas A&M","TCU",1,3,0,1
6175392,"Utah","San Francisco",3,0,1,0
6175393,"Holy Cross","NJIT",0,3,0,1
6175394,"Texas St.","Abilene Christian",3,1,1,0
6175395,"Ole Miss","Tennessee Tech",3,0,1,0
6175396,"Central Mich.","Grand Canyon",3,2,1,0
6175397,"N.C. Central","Western Caro.",1,3,0,1
6175398,"Davidson","ETSU",3,1,1,0
6175399,"Binghamton","Delaware St.",1,3,0,1
6175400,"South Carolina St.","UNC Asheville",0,3,0,1
6175401,"West Virginia","UAlbany",3,0,1,0
6175402,"Stonehill","Seton Hall",0,3,0,1
6175403,"UNCW","Norfolk St.",2,3,0,1
6175404,"Cleveland St.","Bucknell",2,3,0,1
6175405,"DePaul","Evansville",3,0,1,0
6175406,"Lafayette","Penn",3,1,1,0
6175407,"UC Davis","San Diego",2,3,0,1
6175408,"Arizona","Miami (FL)",0,3,0,1
6175409,"Rhode Island","Sacred Heart",1,3,0,1
6175410,"Providence","Bryant",3,2,1,0
6175411,"Lipscomb","Kansas St.",3,2,1,0
6175412,"Rice","FGCU",3,0,1,0
6175413,"Omaha","Iowa St.",1,3,0,1
6175414,"New Orleans","Southern U.",1,3,0,1
6175415,"SIUE","Western Ill.",2,3,0,1
6175417,"UC Riverside","California Baptist",0,3,0,1
6175418,"Radford","Robert Morris",1,3,0,1
6175419,"Georgia Tech","Stetson",3,0,1,0
6175420,"McNeese","Sam Houston",2,3,0,1
6175421,"Dartmouth","Hofstra",0,3,0,1
6175422,"A&M-Corpus Christi","UTRGV",2,3,0,1
6175423,"Dayton","Ball St.",3,0,1,0
6175424,"Southern Ill.","Eastern Ill.",1,3,0,1
6175425,"Wichita St.","Colorado",0,3,0,1
6175427,"Auburn","Mercer",3,0,1,0
6175428,"Yale","UConn",3,1,1,0
6175429,"Xavier","Bellarmine",3,0,1,0
6175430,"Lehigh","FDU",3,1,1,0
6175431,"Kennesaw St.","Mississippi St.",3,2,1,0
6175432,"Colgate","Cornell",3,1,1,0
6175433,"Baylor","Pacific",3,0,1,0
6175434,"Tulane","UTRGV",3,1,1,0
6175435,"Marist","UC Davis",2,3,0,1
6175436,"Washington","FIU",3,1,1,0
6175437,"Kennesaw St.","Western Mich.",0,3,0,1
6175438,"Central Mich.","Missouri St.",3,2,1,0
6175439,"UMBC","Virginia",1,3,0,1
6175440,"Loyola Chicago","Pittsburgh",0,3,0,1
6175441,"Marquette","Tennessee",0,3,0,1
6175443,"UAB","Alabama",0,3,0,1
6175444,"LSU","Southeastern La.",1,3,0,1
6175445,"Southern California","San Diego",3,1,1,0
6175446,"James Madison","VCU",3,1,1,0
6175447,"Delaware","Rider",3,1,1,0
6175448,"Elon","N.C. Central",3,0,1,0
6175449,"High Point","Davidson",3,1,1,0
6175450,"Florida A&M","Georgia Tech",0,3,0,1
6175452,"Houston Christian","FGCU",1,3,0,1
6175453,"Wake Forest","Mississippi St.",3,0,1,0
6175454,"Creighton","Iowa St.",3,1,1,0
6175455,"Hawaii","UCLA",1,3,0,1
6175456,"Pepperdine","Liberty",3,1,1,0
6175457,"Texas","Rice",3,0,1,0
6175458,"Coastal Carolina","UNCW",3,1,1,0
6175459,"UTRGV","UIW",3,0,1,0
6175460,"Ga. Southern","UNC Asheville",3,0,1,0
6175462,"LIU","Delaware St.",2,3,0,1
6175463,"Milwaukee","DePaul",3,0,1,0
6175464,"NC State","Charlotte",3,0,1,0
6175465,"Toledo","Oakland",2,3,0,1
6175466,"Austin Peay","Western Ky.",0,3,0,1
6175467,"North Ala.","Alabama A&M",3,1,1,0
6175469,"Prairie View","Tarleton St.",1,3,0,1
6175470,"Florida St.","Florida",2,3,0,1
6175471,"Texas Southern","UT Arlington",0,3,0,1
6175472,"Jacksonville St.","Chattanooga",1,3,0,1
6175473,"Weber St.","Utah Valley",3,0,1,0
6175474,"Northwestern St.","Grambling",3,0,1,0
6175475,"Kansas","Oral Roberts",3,0,1,0
6175476,"UNLV","Southern Utah",3,0,1,0
6175477,"Saint Mary's (CA)","San Jose St.",1,3,0,1
6175478,"Colgate","Syracuse",3,0,1,0
6175480,"Sacramento St.","UC Davis",1,3,0,1
6175481,"Iona","FDU",3,0,1,0
6175482,"Boston College","Rhode Island",3,0,1,0
6175483,"NC State","George Washington",3,0,1,0
6175485,"IUPUI","Southern Ind.",3,1,1,0
6175486,"Siena","Saint Peter's",3,0,1,0
6175488,"Lafayette","NJIT",3,0,1,0
6175489,"N.C. Central","Duke",0,3,0,1
6175490,"Northern Ariz.","New Mexico",0,3,0,1
6175491,"Texas A&M","Houston",1,3,0,1
6175492,"Baylor","Washington St.",1,3,0,1
6175493,"BYU","Utah",3,1,1,0
6175494,"Louisville","Kentucky",3,0,1,0
6175495,"Bryant","Fairfield",2,3,0,1
6175496,"Lehigh","Villanova",3,1,1,0
6175497,"Samford","UAB",3,1,1,0
6175498,"Manhattan","Central Conn. St.",3,1,1,0
6175499,"Houston","Liberty",3,0,1,0
6175500,"West Virginia","Old Dominion",0,3,0,1
6175501,"Youngstown St.","Akron",1,3,0,1
6175502,"North Dakota St.","Robert Morris",3,0,1,0
6175503,"Memphis","Arizona St.",0,3,0,1
6175504,"Denver","Idaho St.",3,0,1,0
6175505,"Portland","Lamar University",3,0,1,0
6175506,"CSU Bakersfield","Sacramento St.",0,3,0,1
6175507,"San Francisco","San Jose St.",3,1,1,0
6175508,"Kansas St.","LIU",3,0,1,0
6175509,"N.C. Central","Santa Clara",0,3,0,1
6175510,"Ohio","Drake",2,3,0,1
6175511,"Montana","South Dakota St.",3,1,1,0
6175512,"Wichita St.","Bradley",3,0,1,0
6175513,"Houston Christian","Clemson",1,3,0,1
6175514,"Oregon St.","Portland St.",0,3,0,1
6175515,"Northern Colo.","Omaha",3,2,1,0
6175516,"Louisiana","Nicholls",3,1,1,0
6175517,"Eastern Wash.","Gonzaga",3,0,1,0
6175518,"Milwaukee","Marquette",1,3,0,1
6175519,"Utah Valley","Utah St.",0,3,0,1
6175520,"Mississippi St.","Lipscomb",3,0,1,0
6175521,"SFA","Sam Houston",3,0,1,0
6175522,"Southern Ill.","UT Martin",3,0,1,0
6175523,"Eastern Ill.","Missouri",3,0,1,0
6175524,"TCU","Hawaii",3,1,1,0
6175525,"Cleveland St.","Kent St.",2,3,0,1
6175526,"Missouri St.","Lindenwood",3,1,1,0
6175527,"South Alabama","Auburn",2,3,0,1
6175528,"Presbyterian","Furman",2,3,0,1
6175529,"Arizona","Long Beach St.",0,3,0,1
6175530,"Xavier","Northern Ky.",3,1,1,0
6175531,"Tennessee St.","UC San Diego",1,3,0,1
6175532,"Pacific","Fresno St.",3,0,1,0
6175533,"UT Arlington","North Texas",3,0,1,0
6175534,"Mercer","Ga. Southern",1,3,0,1
6175535,"Nevada","Montana St.",3,1,1,0
6175536,"Troy","Alabama",2,3,0,1
6175537,"Wright St.","Butler",3,0,1,0
6175538,"Central Mich.","St. Thomas (MN)",0,3,0,1
6175539,"Tex. A&M-Commerce","McNeese",0,3,0,1
6175540,"Iowa St.","UC Santa Barbara",1,3,0,1
6175541,"Wyoming","Tennessee Tech",3,0,1,0
6175542,"Tennessee","Chicago St.",3,0,1,0
6175543,"UIW","UTSA",0,3,0,1
6175544,"Tulane","UTEP",0,3,0,1
6175545,"UNLV","Coppin St.",3,0,1,0
6175546,"UNI","North Dakota",3,0,1,0
6175547,"Cal Poly","Washington",2,3,0,1
6175548,"Northwestern St.","Southeastern La.",3,2,1,0
6175549,"Pittsburgh","Oregon",2,3,0,1
6175550,"Green Bay","South Dakota",2,3,0,1
6175551,"Boise St.","LMU (CA)",0,3,0,1
6175552,"Davidson","App State",3,1,1,0
6175553,"Harvard","Merrimack",3,0,1,0
6175554,"Colorado","Colorado St.",2,3,0,1
6175555,"West Virginia","North Dakota St.",3,0,1,0
6175556,"Texas Southern","UC Riverside",0,3,0,1
6175557,"St. John's (NY)","Bryant",3,2,1,0
6175558,"Hawaii","Western Caro.",3,0,1,0
6175559,"North Florida","Alabama A&M",3,0,1,0
6175560,"Florida A&M","The Citadel",2,3,0,1
6175561,"Austin Peay","Saint Louis",3,1,1,0
6175562,"Chicago St.","Evansville",3,0,1,0
6175563,"New Hampshire","Texas St.",2,3,0,1
6175564,"Little Rock","Southern Miss.",0,3,0,1
6175565,"Louisiana Tech","Southern U.",3,1,1,0
6175566,"Arkansas St.","Western Ill.",3,1,1,0
6175567,"Western Ky.","Ball St.",3,1,1,0
6175568,"FIU","Jacksonville",3,0,1,0
6175569,"Chattanooga","Eastern Mich.",3,0,1,0
6175570,"Fla. Atlantic","Le Moyne",3,0,1,0
6175571,"Miami (OH)","SIUE",1,3,0,1
6175572,"Illinois St.","St. Thomas (MN)",3,0,1,0
6175573,"North Dakota St.","Old Dominion",3,2,1,0
6175574,"Ole Miss","Tulsa",2,3,0,1
6175575,"California","Montana St.",3,0,1,0
6175576,"CSUN","UTRGV",3,0,1,0
6175577,"Idaho","Marshall",1,3,0,1
6175578,"Loyola Chicago","UIC",0,3,0,1
6175579,"Texas A&M","Liberty",3,0,1,0
6175580,"Kansas","Bellarmine",3,0,1,0
6175581,"George Mason","Middle Tenn.",2,3,0,1
6175582,"Dayton","NIU",3,0,1,0
6175583,"Nicholls","Prairie View",0,3,0,1
6175584,"Idaho St.","Tennessee Tech",3,1,1,0
